Country,Year,CNumber.x,Landings,LandedValue,ObservedPrice,TaxonKey,ISSCAAP,OrdCode,FamCode,GenCode,SpeCode,TargetCode,Used,OldVersionData,nom,CNumber.y,FishingEntityID,FishingEntityName
USA,1981,840,118876.8984,114296376,961.4683554,600240,23,36,76,2724,240,5,TRUE,NA,6781,840,187,USA
USA,1981,840,47875.39844,52149932,1089.284553,600241,23,36,76,2724,241,15,TRUE,NA,6782,840,187,USA
USA,1981,840,105881.8984,207868736,1963.213157,600243,23,36,76,2724,243,2,TRUE,NA,6783,840,187,USA
USA,1981,840,13979.90039,53430268,3821.934814,600244,23,36,76,2724,244,15,TRUE,NA,6784,840,187,USA
USA,1981,840,17092.59961,38924760,2277.287299,600245,23,36,76,2724,245,6,TRUE,NA,6785,840,187,USA
USA,1981,840,760.5999756,151394,199.0454968,600256,23,35,80,2587,256,2,TRUE,NA,6786,840,187,USA
USA,1981,840,350.6000061,690733,1970.145431,600266,33,60,323,357,266,17,TRUE,NA,6787,840,187,USA
USA,1981,840,1369.300049,2112302,1542.614419,600296,22,26,49,9279,296,6,TRUE,NA,6788,840,187,USA
USA,1981,840,28.79999924,17887,621.0764053,600300,34,26,62,887,300,6,TRUE,NA,6789,840,187,USA
USA,1981,840,17663,6660175,377.0692974,600308,32,44,183,113,308,6,TRUE,NA,6790,840,187,USA
USA,1981,840,2501.300049,885240,353.9119588,600312,32,44,506,3208,312,5,TRUE,NA,6791,840,187,USA
USA,1981,840,5966.700195,2410049,403.9165571,600313,32,44,506,3208,313,6,TRUE,NA,6792,840,187,USA
USA,1981,840,1521.300049,280943,184.6729711,600318,32,44,183,4812,318,15,TRUE,NA,6793,840,187,USA
USA,1981,840,16270,6916554,425.1108789,600323,32,44,184,654,323,5,TRUE,NA,6794,840,187,USA
USA,1981,840,5108.799805,342650,67.0705475,600326,32,44,184,654,326,15,TRUE,NA,6795,840,187,USA
USA,1981,840,580.2000122,485057,836.0168731,600355,33,60,487,737,355,5,TRUE,NA,6796,840,187,USA
USA,1981,840,10.30000019,6614,642.1359105,600359,13,60,306,131,359,14,TRUE,NA,6797,840,187,USA
USA,1981,840,1694.300049,2787092,1644.981361,600361,33,60,289,1124,361,17,TRUE,NA,6798,840,187,USA
USA,1981,840,4243.899902,7596228,1789.916863,600362,34,60,308,4037,362,6,TRUE,NA,6799,840,187,USA
USA,1981,840,7820.799805,3372726,431.2507779,600364,34,60,311,499,364,3,TRUE,NA,6800,840,187,USA
USA,1981,840,17778.19922,3653464,205.5024783,600368,37,60,314,661,368,2,TRUE,NA,6801,840,187,USA
USA,1981,840,407.2999878,2266236,5564.046324,600380,37,60,314,598,380,14,TRUE,NA,6802,840,187,USA
USA,1981,840,157.3999939,191645,1217.566756,600382,37,60,314,928,382,15,TRUE,NA,6803,840,187,USA
USA,1981,840,1857.400024,3451408,1858.193149,600405,33,60,331,2794,405,6,TRUE,NA,6804,840,187,USA
USA,1981,840,11958.5,9044089,756.2895848,600406,33,60,331,2794,406,6,TRUE,NA,6805,840,187,USA
USA,1981,840,8276.400391,6196793,748.7304513,600408,33,60,331,1327,408,5,TRUE,NA,6806,840,187,USA
USA,1981,840,443.7999878,288699,650.5160161,600422,33,60,331,2792,422,14,TRUE,NA,6807,840,187,USA
USA,1981,840,3064,1341924,437.964752,600425,33,60,331,478,425,6,TRUE,NA,6808,840,187,USA
USA,1981,840,3485.100098,1972923,566.102248,600429,33,60,331,518,429,5,TRUE,NA,6809,840,187,USA
USA,1981,840,599.9000244,270334,450.6317536,600441,33,60,330,9474,441,6,TRUE,NA,6810,840,187,USA
USA,1981,840,150.6000061,64534,428.5125988,600458,33,60,362,739,458,18,TRUE,NA,6811,840,187,USA
USA,1981,840,83.90000153,9903,118.0333709,600480,39,60,188,1172,480,6,TRUE,NA,6812,840,187,USA
USA,1981,840,28125,8593096,305.5323022,600502,33,59,573,1135,502,2,TRUE,NA,6813,840,187,USA
USA,1981,840,9117.700195,3166684,347.311705,600503,33,59,573,1135,503,17,TRUE,NA,6814,840,187,USA
USA,1981,840,1433.900024,515223,359.3158459,600504,33,59,573,1135,504,5,TRUE,NA,6815,840,187,USA
USA,1981,840,3584.600098,1818866,507.4111338,600509,39,59,271,2194,509,6,TRUE,NA,6816,840,187,USA
USA,1981,840,13347.40039,7494365,561.4849919,600512,39,59,270,2421,512,12,TRUE,NA,6817,840,187,USA
USA,1981,840,11573.2998,19893960,1718.953137,600514,31,61,440,882,514,24,TRUE,NA,6818,840,187,USA
USA,1981,840,1080.400024,228774,211.7493474,600517,31,61,440,2749,517,23,TRUE,NA,6819,840,187,USA
USA,1981,840,5,3097,619.4,600519,31,61,440,1379,519,23,TRUE,NA,6820,840,187,USA
USA,2008,840,258.2000122,295491,1144.426747,600312,32,44,506,3208,312,5,TRUE,NA,16662,840,187,USA
USA,2008,840,1265.900024,3339380,2637.949235,600313,32,44,506,3208,313,6,TRUE,NA,16663,840,187,USA
USA,2008,840,1032452.125,323212448,313.0532062,600318,32,44,183,4812,318,15,TRUE,NA,16664,840,187,USA
USA,2008,840,5752.899902,7419537,1289.703824,600323,32,44,184,654,323,5,TRUE,NA,16665,840,187,USA
USA,2008,840,240985.7031,58491840,242.7191292,600326,32,44,184,654,326,15,TRUE,NA,16666,840,187,USA
USA,2008,840,23.10000038,47805,2069.480485,600336,34,55,249,2995,336,14,TRUE,NA,16667,840,187,USA
USA,2008,840,3307.399902,15498038,4685.867588,600353,33,60,487,737,353,6,TRUE,NA,16668,840,187,USA
USA,2008,840,901.5,1443832,1601.588464,600355,33,60,487,737,355,5,TRUE,NA,16669,840,187,USA
USA,2008,840,994.2000122,4934506,4963.293039,600359,13,60,306,131,359,14,TRUE,NA,16670,840,187,USA
USA,2008,840,974.7000122,5920736,6074.418719,600361,33,60,289,1124,361,17,TRUE,NA,16671,840,187,USA
USA,2008,840,2790.800049,2730232,978.2972453,600364,34,60,311,499,364,3,TRUE,NA,16672,840,187,USA
USA,2008,840,260.5,53655,205.9692898,600368,37,60,314,661,368,2,TRUE,NA,16673,840,187,USA
USA,2008,840,24.20000076,51764,2139.008197,600378,37,60,314,514,378,5,TRUE,NA,16674,840,187,USA
USA,2008,840,221.8000031,1594557,7189.165815,600380,37,60,314,598,380,14,TRUE,NA,16675,840,187,USA
USA,2008,840,6,18247,3041.166667,600382,37,60,314,928,382,15,TRUE,NA,16676,840,187,USA
USA,2008,840,150.3000031,591391,3934.737111,600387,37,60,314,2101,387,2,TRUE,NA,16677,840,187,USA
USA,2008,840,191.5,690467,3605.571802,600405,33,60,331,2794,405,6,TRUE,NA,16678,840,187,USA
USA,2008,840,214.6999969,573304,2670.25621,600406,33,60,331,2794,406,6,TRUE,NA,16679,840,187,USA
USA,2008,840,8181.100098,9443726,1154.334489,600408,33,60,331,1327,408,5,TRUE,NA,16680,840,187,USA
USA,2008,840,1.299999952,5558,4275.384773,600412,37,60,314,1690,412,3,TRUE,NA,16681,840,187,USA
USA,2008,840,32.29999924,44756,1385.634708,600422,33,60,331,2792,422,14,TRUE,NA,16682,840,187,USA
USA,2008,840,2010.300049,3558655,1770.210871,600425,33,60,331,478,425,6,TRUE,NA,16683,840,187,USA
USA,2008,840,1312.5,1802440,1373.287619,600429,33,60,331,518,429,5,TRUE,NA,16684,840,187,USA
USA,2008,840,783.5999756,784104,1000.643216,600441,33,60,330,9474,441,6,TRUE,NA,16685,840,187,USA
USA,2008,840,2142.899902,5283852,2465.748398,600452,33,60,330,9473,452,5,TRUE,NA,16686,840,187,USA
USA,2008,840,141.1999969,781934,5537.776326,600458,33,60,362,739,458,18,TRUE,NA,16687,840,187,USA
USA,2008,840,1.200000048,2544,2119.999915,600480,39,60,188,1172,480,6,TRUE,NA,16688,840,187,USA
USA,2008,840,0.699999988,1255,1792.857174,600482,34,45,186,2417,482,12,TRUE,NA,16689,840,187,USA
USA,2008,840,4.900000095,11820,2412.244851,600486,34,45,186,99,486,15,TRUE,NA,16690,840,187,USA
USA,2008,840,159.6000061,152439,955.1315424,600502,33,59,573,1135,502,2,TRUE,NA,16691,840,187,USA
USA,2008,840,388,420625,1084.085052,600503,33,59,573,1135,503,17,TRUE,NA,16692,840,187,USA
USA,2008,840,28981.09961,12715747,438.7599909,600504,33,59,573,1135,504,5,TRUE,NA,16693,840,187,USA
USA,2008,840,283.8999939,736403,2593.881704,600509,39,59,271,2194,509,6,TRUE,NA,16694,840,187,USA
USA,2008,840,19634.09961,124589984,6345.591928,600512,39,59,270,2421,512,12,TRUE,NA,16695,840,187,USA
USA,2008,840,30362.19922,217412960,7160.645987,600514,31,61,440,882,514,24,TRUE,NA,16696,840,187,USA
USA,2008,840,2040.900024,1404714,688.2816324,600516,31,61,440,2749,516,23,TRUE,NA,16697,840,187,USA
USA,2008,840,39173.19922,6789191,173.3121403,600517,31,61,440,2749,517,23,TRUE,NA,16698,840,187,USA
USA,2008,840,25274,10780834,426.5582812,600519,31,61,440,1379,519,23,TRUE,NA,16699,840,187,USA
USA,2008,840,141236.7969,54744632,387.608847,600520,31,61,440,1381,520,23,TRUE,NA,16700,840,187,USA
USA,2008,840,1639.199951,5437264,3317.023037,600521,31,61,440,1381,521,23,TRUE,NA,16701,840,187,USA
USA,2008,840,2306.399902,9683315,4198.454479,600524,31,61,440,2909,524,23,TRUE,NA,16702,840,187,USA
USA,2008,840,120.4000015,143990,1195.930218,600530,31,61,515,703,530,23,TRUE,NA,16703,840,187,USA
USA,2008,840,9956.299805,24563652,2467.146679,600532,34,47,190,112,532,6,TRUE,NA,16704,840,187,USA
USA,2008,840,11.80000019,16506,1398.813537,600729,38,11,15,620,729,20,TRUE,NA,16705,840,187,USA
USA,2008,840,120.0999985,236265,1967.235662,600752,38,7,9,638,752,20,TRUE,NA,16706,840,187,USA
USA,2008,840,6115.899902,7266533,1188.137987,600785,33,60,359,152,785,15,TRUE,NA,16707,840,187,USA
USA,2008,840,68.09999847,83217,1221.982406,600857,38,8,11,816,857,20,TRUE,NA,16708,840,187,USA
USA,2008,840,2.799999952,1755,626.785725,600868,38,8,11,816,868,20,TRUE,NA,16709,840,187,USA
USA,2008,840,15.10000038,18758,1242.251624,600872,38,8,11,816,872,20,TRUE,NA,16710,840,187,USA
USA,2008,840,66,46545,705.2272727,600873,38,8,11,816,873,20,TRUE,NA,16711,840,187,USA
USA,2008,840,176.8999939,168905,954.8050075,600874,38,8,11,816,874,20,TRUE,NA,16712,840,187,USA
USA,2008,840,47.5,41201,867.3894737,600880,38,8,11,816,880,20,TRUE,NA,16713,840,187,USA
USA,2008,840,15,16961,1130.733333,600886,38,8,11,1456,886,20,TRUE,NA,16714,840,187,USA
USA,2008,840,27.29999924,19625,718.8644889,600897,38,8,11,7251,897,20,TRUE,NA,16715,840,187,USA
USA,2008,840,0.800000012,1228,1534.999977,600898,38,8,11,2029,898,20,TRUE,NA,16716,840,187,USA
USA,2008,840,137.6000061,134629,978.4083869,600905,38,8,11,7076,905,20,TRUE,NA,16717,840,187,USA
USA,2008,840,38.79999924,44549,1148.170126,600915,38,8,12,693,915,20,TRUE,NA,16718,840,187,USA
USA,2008,840,1215.5,5761649,4740.147265,600981,31,61,514,48,981,23,TRUE,NA,16719,840,187,USA
USA,2008,840,1051,5652123,5377.852521,600983,34,60,308,3058,983,5,TRUE,NA,16720,840,187,USA
USA,2008,840,0.200000003,476,2379.999964,600984,34,60,308,3058,984,5,TRUE,NA,16721,840,187,USA
USA,2008,840,271.3999939,826356,3044.790046,600987,34,60,308,3058,987,6,TRUE,NA,16722,840,187,USA
USA,2008,840,4,16252,4063,600988,37,60,314,745,988,3,TRUE,NA,16723,840,187,USA
USA,2008,840,73.90000153,440565,5961.637224,600993,37,60,314,2102,993,2,TRUE,NA,16724,840,187,USA
USA,2008,840,19,36141,1902.157895,601004,37,60,314,514,1004,5,TRUE,NA,16725,840,187,USA
USA,2008,840,486.7999878,1161591,2386.177135,601005,37,60,314,928,1005,18,TRUE,NA,16726,840,187,USA
USA,2008,840,11.39999962,33337,2924.298343,601006,37,60,314,928,1006,14,TRUE,NA,16727,840,187,USA
USA,2008,840,90.59999847,187882,2073.752794,601007,37,60,314,928,1007,15,TRUE,NA,16728,840,187,USA
USA,2008,840,17.89999962,29509,1648.547521,601008,37,60,314,928,1008,14,TRUE,NA,16729,840,187,USA
USA,2008,840,7.400000095,22476,3037.297258,601010,37,60,314,598,1010,18,TRUE,NA,16730,840,187,USA
USA,2008,840,50.79999924,119564,2353.622082,601042,37,60,414,2997,1042,9,TRUE,NA,16731,840,187,USA
USA,2008,840,983.7000122,438435,445.699903,601043,35,28,43,1940,1043,2,TRUE,NA,16732,840,187,USA
USA,2008,840,227.3999939,928192,4081.759124,601044,37,60,414,1346,1044,15,TRUE,NA,16733,840,187,USA
USA,2008,840,346.5,633611,1828.603175,601059,39,51,475,9289,1059,2,TRUE,NA,16734,840,187,USA
USA,2008,840,32.79999924,212954,6492.50015,601071,33,60,362,1177,1071,18,TRUE,NA,16735,840,187,USA
USA,2008,840,595.7000122,2197845,3689.51646,601072,39,41,222,391,1072,9,TRUE,NA,16736,840,187,USA
USA,2008,840,2.400000095,12410,5170.833129,601077,39,60,325,1142,1077,15,TRUE,NA,16737,840,187,USA
USA,2008,840,144.6999969,185989,1285.342115,601086,33,60,359,152,1086,15,TRUE,NA,16738,840,187,USA
USA,2008,840,5.300000191,9182,1732.452768,601126,33,60,327,1143,1126,17,TRUE,NA,16739,840,187,USA
USA,2008,840,18.79999924,51209,2723.883089,601140,33,60,327,1143,1140,17,TRUE,NA,16740,840,187,USA
USA,2008,840,1.700000048,3814,2243.529348,601149,33,60,303,912,1149,17,TRUE,NA,16741,840,187,USA
USA,2008,840,1.5,10474,6982.666667,601150,33,60,303,9616,1150,17,TRUE,NA,16742,840,187,USA
USA,2008,840,37.70000076,65313,1732.440283,601170,33,60,331,2794,1170,5,TRUE,NA,16743,840,187,USA
USA,2008,840,0.300000012,316,1053.333291,601181,33,62,448,9125,1181,5,TRUE,NA,16744,840,187,USA
USA,2008,840,119.3000031,403509,3382.305025,601191,33,60,331,3178,1191,6,TRUE,NA,16745,840,187,USA
USA,2008,840,22.29999924,123063,5518.520367,601204,33,60,289,366,1204,6,TRUE,NA,16746,840,187,USA
USA,2008,840,444.1000061,3112784,7009.196031,601205,33,60,289,366,1205,6,TRUE,NA,16747,840,187,USA
USA,2008,840,0.800000012,5022,6277.499906,601206,33,60,289,366,1206,12,TRUE,NA,16748,840,187,USA
USA,2008,840,41.40000153,232881,5625.14472,601207,33,60,289,366,1207,6,TRUE,NA,16749,840,187,USA
USA,2008,840,133.3000031,810079,6077.111637,601208,33,60,289,366,1208,6,TRUE,NA,16750,840,187,USA
USA,2008,840,54.20000076,386807,7136.660417,601209,33,60,289,3028,1209,18,TRUE,NA,16751,840,187,USA
USA,2008,840,927.7999878,7038964,7586.725687,601212,33,60,289,3028,1212,6,TRUE,NA,16752,840,187,USA
USA,2008,840,274.3999939,2118801,7721.57816,601213,33,60,289,3028,1213,18,TRUE,NA,16753,840,187,USA
USA,2008,840,1.899999976,14514,7638.947465,601216,33,60,289,3028,1216,18,TRUE,NA,16754,840,187,USA
USA,2008,840,4.300000191,8301,1930.465031,601221,33,60,330,1551,1221,17,TRUE,NA,16755,840,187,USA
USA,2008,840,0.100000001,226,2259.999977,601225,33,60,330,1551,1225,5,TRUE,NA,16756,840,187,USA
USA,2008,840,12,26051,2170.916667,601226,33,60,330,1551,1226,5,TRUE,NA,16757,840,187,USA
USA,2008,840,4,3048,762,601231,33,60,330,705,1231,5,TRUE,NA,16758,840,187,USA
USA,2008,840,25.39999962,39368,1549.921283,601288,34,60,415,114,1288,15,TRUE,NA,16759,840,187,USA
USA,2008,840,4130.5,22167156,5366.700399,601338,31,61,514,48,1338,23,TRUE,NA,16760,840,187,USA
USA,2008,840,1079.199951,4100607,3799.673078,601342,31,61,440,128,1342,24,TRUE,NA,16761,840,187,USA
USA,2008,840,6986.299805,7870001,1126.490592,601343,32,44,183,1891,1343,6,TRUE,NA,16762,840,187,USA
USA,2008,840,27.20000076,309425,11375.9188,601371,31,61,440,882,1371,24,TRUE,NA,16763,840,187,USA
USA,2008,840,6204.799805,16097305,2594.331083,601381,32,44,183,3044,1381,6,TRUE,NA,16764,840,187,USA
USA,2008,840,12.5,72455,5796.4,601391,33,60,323,1116,1391,12,TRUE,NA,16765,840,187,USA
USA,2008,840,71.59999847,358189,5002.639772,601403,33,60,323,357,1403,17,TRUE,NA,16766,840,187,USA
USA,2008,840,1.600000024,8235,5146.874923,601419,33,60,323,357,1419,5,TRUE,NA,16767,840,187,USA
USA,1981,840,11,6331,575.5454545,622635,23,35,80,7290,22635,2,TRUE,NA,6927,840,187,USA
USA,1981,840,156,96071,615.8397436,624237,31,61,440,9114,24237,23,TRUE,NA,6928,840,187,USA
USA,1981,840,21140.59961,70164160,3318.929515,690009,53,90008,90013,90014,90009,29,TRUE,NA,6929,840,187,USA
USA,1981,840,17750.40039,85736088,4830.093188,690010,43,90013,90038,90077,90010,27,TRUE,NA,6930,840,187,USA
USA,1981,840,11772.40039,105865176,8992.658463,690011,55,90008,90055,90123,90011,29,TRUE,NA,6931,840,187,USA
USA,1981,840,644,6238203,9686.650621,690030,55,90008,90055,90119,90030,29,TRUE,NA,6932,840,187,USA
USA,1981,840,486.2000122,206173,424.0497631,690031,42,90013,90032,90063,90031,27,TRUE,NA,6933,840,187,USA
USA,1981,840,3421.899902,3152717,921.3352495,690032,45,90013,90043,90102,90032,26,TRUE,NA,6934,840,187,USA
USA,1981,840,1897.300049,6410843,3378.929444,690047,42,90013,90037,90072,90047,27,TRUE,NA,6935,840,187,USA
USA,1981,840,94367.5,52624906,557.6592153,690052,42,90013,90031,90062,90052,27,TRUE,NA,6936,840,187,USA
USA,1981,840,1790.099976,1412487,789.054812,690053,54,90018,90054,90117,90053,29,TRUE,NA,6937,840,187,USA
USA,1981,840,598.7000122,611915,1022.072804,690058,47,90015,90049,90106,90058,26,TRUE,NA,6938,840,187,USA
USA,1981,840,6992.299805,14584607,2085.809735,690065,55,90008,90055,90119,90065,29,TRUE,NA,6939,840,187,USA
USA,1981,840,1.600000024,15533,9708.124854,690066,54,90018,90054,90117,90066,29,TRUE,NA,6940,840,187,USA
USA,1981,840,3027.800049,19216166,6346.57695,690071,43,90013,90039,90083,90071,27,TRUE,NA,6941,840,187,USA
USA,1981,840,16513.09961,29922516,1812.047205,690115,42,90013,90032,90063,90115,27,TRUE,NA,6942,840,187,USA
USA,1981,840,5.599999905,83987,14997.67883,690123,53,90008,90013,90112,90123,29,TRUE,NA,6943,840,187,USA
USA,1981,840,1.200000048,676,563.3333108,690158,42,90013,90032,90064,90158,27,TRUE,NA,6944,840,187,USA
USA,1981,840,148.1999969,36885,248.8866449,690182,75,90044,90103,90194,90182,29,TRUE,NA,6945,840,187,USA
USA,1981,840,188.1000061,112963,600.5475616,690203,42,90013,90032,90063,90203,27,TRUE,NA,6946,840,187,USA
USA,1981,840,2099.300049,2172195,1034.723455,690227,57,90002,90010,90010,90227,25,TRUE,NA,6947,840,187,USA
USA,1981,840,74655.79688,229668432,3076.364349,690265,45,90013,90043,90096,90265,26,TRUE,NA,6948,840,187,USA
USA,1981,840,14019.7998,50435796,3597.469059,690268,45,90013,90043,90096,90268,26,TRUE,NA,6949,840,187,USA
USA,1981,840,615.7000122,166805,270.9192735,690271,57,90002,90004,90004,90271,25,TRUE,NA,6950,840,187,USA
USA,1981,840,36004.5,149359136,4148.346346,690272,45,90013,90043,90096,90272,26,TRUE,NA,6951,840,187,USA
USA,1981,840,1.399999976,31090,22207.14324,690279,53,90008,90013,90112,90279,29,TRUE,NA,6952,840,187,USA
USA,1981,840,3669.5,8099963,2207.375119,690283,53,90008,90013,90014,90283,29,TRUE,NA,6953,840,187,USA
USA,1981,840,623.7000122,1019784,1635.055283,690287,42,90013,90032,90063,90287,27,TRUE,NA,6954,840,187,USA
USA,1981,840,18987.40039,11050946,582.0146925,690313,42,90013,90033,90065,90313,27,TRUE,NA,6955,840,187,USA
USA,1981,840,76.19999695,132490,1738.71398,690320,42,90013,90035,90067,90320,27,TRUE,NA,6956,840,187,USA
USA,1981,840,82,258587,3153.5,690335,45,90013,90045,90097,90335,26,TRUE,NA,6957,840,187,USA
USA,1981,840,419.2999878,3865743,9219.516128,690429,55,90008,90055,90121,90429,29,TRUE,NA,6958,840,187,USA
USA,1981,840,199.8999939,1405861,7032.821625,690492,77,90046,90105,90198,90492,0,TRUE,NA,6959,840,187,USA
USA,1981,840,87.59999847,166052,1895.570809,690628,45,90013,90047,90099,90628,26,TRUE,NA,6960,840,187,USA
USA,1981,840,15966.90039,21857190,1368.906266,690650,42,90013,90033,90065,90650,27,TRUE,NA,6961,840,187,USA
USA,1981,840,0.899999976,1133,1258.888922,690651,56,90020,90058,90267,90651,29,TRUE,NA,6962,840,187,USA
USA,1981,840,23509.80078,5079669,216.0660164,690658,57,90002,90010,90010,90658,25,TRUE,NA,6963,840,187,USA
USA,1981,840,18222.59961,20196010,1108.294669,690660,45,90013,90046,90093,90660,26,TRUE,NA,6964,840,187,USA
USA,1981,840,178.3999939,817947,4584.904865,690661,45,90013,90046,90093,90661,26,TRUE,NA,6965,840,187,USA
USA,1981,840,217.3999939,1637126,7530.478592,690662,43,90013,90039,90083,90662,27,TRUE,NA,6966,840,187,USA
USA,1982,840,172.6999969,142184,823.3005359,100013,13,NA,NA,NA,NA,0,TRUE,NA,6967,840,187,USA
USA,1982,840,8318.599609,755255,90.79112297,100039,39,NA,NA,NA,NA,4,TRUE,NA,6968,840,187,USA
USA,1982,840,12902,39049052,3026.589056,100042,42,NA,NA,NA,NA,27,TRUE,NA,6969,840,187,USA
USA,1982,840,1575.300049,2079980,1320.370682,100045,45,NA,NA,NA,NA,26,TRUE,NA,6970,840,187,USA
USA,1982,840,337.6000061,1050326,3111.155157,100058,58,NA,NA,NA,NA,29,TRUE,NA,6971,840,187,USA
USA,1982,840,46.90000153,15102,322.0042539,100076,76,NA,NA,NA,NA,29,TRUE,NA,6972,840,187,USA
USA,1982,840,26045.09961,10835155,416.0151108,100139,39,NA,NA,NA,NA,4,TRUE,NA,6973,840,187,USA
USA,1982,840,50710.19922,101206704,1995.785967,290004,56,NA,NA,NA,NA,29,TRUE,NA,6974,840,187,USA
USA,1982,840,75.59999847,29100,384.9206427,290012,76,NA,NA,NA,NA,29,TRUE,NA,6975,840,187,USA
USA,1982,840,1039.599976,809836,778.9880903,300009,38,9,NA,NA,NA,19,TRUE,NA,6976,840,187,USA
USA,1982,840,0.100000001,57,569.9999943,300026,39,26,NA,NA,NA,5,TRUE,NA,6977,840,187,USA
USA,1982,840,1418.800049,1719433,1211.892402,300061,31,61,NA,NA,NA,23,TRUE,NA,6978,840,187,USA
USA,1982,840,505.7999878,412380,815.3025108,390002,57,90002,NA,NA,NA,25,TRUE,NA,6979,840,187,USA
USA,1982,840,0.100000001,126,1259.999987,400002,39,1,2,NA,NA,11,TRUE,NA,6980,840,187,USA
USA,1982,840,93.69999695,43435,463.5539105,400013,38,9,13,NA,NA,20,TRUE,NA,6981,840,187,USA
USA,1982,840,1398.900024,221921,158.6396427,400019,38,14,19,NA,NA,21,TRUE,NA,6982,840,187,USA
USA,1982,840,32.20000076,10685,331.8322903,400033,21,19,33,NA,NA,6,TRUE,NA,6983,840,187,USA
USA,1982,840,418.1000061,249654,597.1155139,400034,39,20,34,NA,NA,6,TRUE,NA,6984,840,187,USA
USA,1982,840,140.1000061,57784,412.4482333,400043,35,28,43,NA,NA,1,TRUE,NA,6985,840,187,USA
USA,1982,840,399.7999878,199408,498.7693999,400080,23,35,80,NA,NA,1,TRUE,NA,6986,840,187,USA
USA,1982,840,0.100000001,19,189.9999981,400125,13,30,125,NA,NA,5,TRUE,NA,6987,840,187,USA
USA,1982,840,41.09999847,20318,494.3552495,400145,33,32,145,NA,NA,5,TRUE,NA,6988,840,187,USA
USA,1982,840,44.59999847,9870,221.300456,400185,32,44,185,NA,NA,14,TRUE,NA,6989,840,187,USA
USA,1982,840,20,19423,971.15,400218,37,49,218,NA,NA,1,TRUE,NA,6990,840,187,USA
USA,1982,840,0.300000012,292,973.3332944,400243,33,53,243,NA,NA,16,TRUE,NA,6991,840,187,USA
USA,1982,840,28.20000076,50063,1775.28364,400264,34,59,264,NA,NA,5,TRUE,NA,6992,840,187,USA
USA,1982,840,10.5,1902,181.1428571,400266,34,59,266,NA,NA,4,TRUE,NA,6993,840,187,USA
USA,1982,840,0.800000012,1381,1726.249974,400277,39,59,277,NA,NA,4,TRUE,NA,6994,840,187,USA
USA,1982,840,6324,14091153,2228.202562,400289,33,60,289,NA,NA,16,TRUE,NA,6995,840,187,USA
USA,1982,840,0.5,162,324,400302,13,60,302,NA,NA,4,TRUE,NA,6996,840,187,USA
USA,1982,840,343.7000122,1422513,4138.8215,400323,33,60,323,NA,NA,17,TRUE,NA,6997,840,187,USA
USA,1982,840,117.0999985,53665,458.2835242,400326,33,60,326,NA,NA,4,TRUE,NA,6998,840,187,USA
USA,1982,840,106.5999985,62381,585.1876255,400327,33,60,327,NA,NA,17,TRUE,NA,6999,840,187,USA
USA,2008,840,7.400000095,19992,2701.621587,603987,33,59,573,1135,3987,18,TRUE,NA,16841,840,187,USA
USA,2008,840,9.199999809,12456,1353.913072,603989,33,59,573,1135,3989,17,TRUE,NA,16842,840,187,USA
USA,2008,840,16.10000038,367442,22822.48393,603992,33,59,573,1135,3992,5,TRUE,NA,16843,840,187,USA
USA,2008,840,0.400000006,2843,7107.499893,603994,33,59,573,1135,3994,5,TRUE,NA,16844,840,187,USA
USA,2008,840,0.200000003,603,3014.999955,603995,33,59,573,1135,3995,5,TRUE,NA,16845,840,187,USA
USA,2008,840,3.5,7960,2274.285714,603996,33,59,573,1135,3996,18,TRUE,NA,16846,840,187,USA
USA,2008,840,0.200000003,1094,5469.999918,603997,33,59,573,1135,3997,5,TRUE,NA,16847,840,187,USA
USA,2008,840,83.30000305,178639,2144.525732,603999,33,59,573,1135,3999,5,TRUE,NA,16848,840,187,USA
USA,2008,840,0.699999988,3926,5608.571525,604002,33,59,573,1135,4002,17,TRUE,NA,16849,840,187,USA
USA,2008,840,1,19090,19090,604003,33,59,573,1135,4003,5,TRUE,NA,16850,840,187,USA
USA,2008,840,1378.5,3517942,2552.007254,604009,33,59,573,4106,4009,11,TRUE,NA,16851,840,187,USA
USA,2008,840,0.400000006,323,807.4999879,604010,33,59,573,4106,4010,11,TRUE,NA,16852,840,187,USA
USA,2008,840,23.20000076,256780,11068.10309,604032,39,59,271,628,4032,5,TRUE,NA,16853,840,187,USA
USA,2008,840,57620.10156,19522782,338.8189446,604037,39,59,271,2807,4037,5,TRUE,NA,16854,840,187,USA
USA,2008,840,47.79999924,499514,10450.08385,604140,39,59,277,2193,4140,6,TRUE,NA,16855,840,187,USA
USA,2008,840,194.0999908,194005,999.5106089,604215,31,61,514,2904,4215,23,TRUE,NA,16856,840,187,USA
USA,2008,840,216.1999969,2298832,10632.89562,604228,31,61,514,48,4228,24,TRUE,NA,16857,840,187,USA
USA,2008,840,0.100000001,76,759.9999924,604235,31,61,514,4440,4235,23,TRUE,NA,16858,840,187,USA
USA,2008,840,2215.5,4971749,2244.075378,604237,31,61,440,4257,4237,23,TRUE,NA,16859,840,187,USA
USA,2008,840,4102.700195,2360015,575.2345743,604238,31,61,440,1382,4238,23,TRUE,NA,16860,840,187,USA
USA,2008,840,11189.40039,9272882,828.7201885,604247,31,61,440,1380,4247,23,TRUE,NA,16861,840,187,USA
USA,2008,840,380.7999878,272831,716.4679851,604248,31,61,440,2190,4248,23,TRUE,NA,16862,840,187,USA
