Country,Year,CNumber.x,Landings,LandedValue,ObservedPrice,TaxonKey,ISSCAAP,OrdCode,FamCode,GenCode,SpeCode,TargetCode,Used,OldVersionData,nom,CNumber.y,FishingEntityID,FishingEntityName
Greece,1985,300,NA,NA,264069.4375,600139,38,9,13,107,139,20,TRUE,TRUE,38533,300,70,Greece
Greece,1996,300,34182,29739372,870.0301913,100035,35,NA,NA,NA,NA,1,TRUE,NA,21764,300,70,Greece
Greece,1995,300,5248,18541972,3533.150152,100036,36,NA,NA,NA,NA,3,TRUE,NA,21158,300,70,Greece
Greece,2004,300,1193,1848214,1549.215423,490004,57,90002,90004,NA,NA,25,TRUE,NA,26863,300,70,Greece
Greece,1992,300,42518,130722816,3074.528811,100139,39,NA,NA,NA,NA,4,TRUE,NA,19575,300,70,Greece
Greece,1990,300,NA,NA,1133810.75,601327,33,60,332,143,1327,5,TRUE,TRUE,40602,300,70,Greece
Greece,2004,300,397,1282649,3230.853904,500142,36,60,416,142,NA,2,TRUE,NA,26867,300,70,Greece
Greece,1989,300,NA,NA,784567.1875,600790,33,60,332,143,790,5,TRUE,TRUE,40311,300,70,Greece
Greece,1998,300,1033,2730230,2643.010649,100034,34,NA,NA,NA,NA,4,TRUE,NA,22739,300,70,Greece
Greece,2004,300,4406,7760211,1761.282569,500679,39,60,461,679,NA,4,TRUE,NA,26869,300,70,Greece
Greece,1996,300,887,3915216,4413.997745,590010,57,90002,90010,90010,NA,25,TRUE,NA,21786,300,70,Greece
Greece,1985,300,NA,NA,1165804.125,600706,33,60,330,1550,706,14,TRUE,TRUE,38548,300,70,Greece
Greece,1985,300,NA,NA,246580.2656,600118,36,60,416,142,118,2,TRUE,TRUE,38532,300,70,Greece
Greece,1991,300,NA,NA,717753.5,100077,77,NA,NA,NA,NA,0,TRUE,TRUE,40860,300,70,Greece
Greece,1991,300,NA,NA,433747.6875,290002,57,NA,NA,NA,NA,25,TRUE,TRUE,40861,300,70,Greece
Greece,1991,300,NA,NA,1730796.75,600063,33,60,487,2682,63,6,TRUE,TRUE,40862,300,70,Greece
Greece,1983,300,NA,NA,106424.0234,600850,33,60,330,1148,850,13,TRUE,TRUE,37682,300,70,Greece
Greece,1989,300,NA,NA,871142.6875,601002,37,60,314,9230,1002,15,TRUE,TRUE,40316,300,70,Greece
Greece,2004,300,3908,7126242,1823.501024,600203,33,60,330,810,203,5,TRUE,NA,26878,300,70,Greece
Greece,1985,300,NA,NA,232428.5625,600358,13,NA,NA,NA,NA,5,TRUE,TRUE,38541,300,70,Greece
Greece,1989,300,NA,NA,236605.4531,601278,37,60,314,661,1278,2,TRUE,TRUE,40320,300,70,Greece
Greece,1989,300,NA,NA,1218116.25,601164,33,60,330,132,1164,5,TRUE,TRUE,40319,300,70,Greece
Greece,1989,300,NA,NA,1325028.875,601306,33,60,331,915,1306,5,TRUE,TRUE,40322,300,70,Greece
Greece,1997,300,1170,9972442,8523.454701,100031,31,NA,NA,NA,NA,23,TRUE,NA,22251,300,70,Greece
Greece,1989,300,NA,NA,1619905.5,400441,31,61,441,NA,NA,23,TRUE,TRUE,40264,300,70,Greece
Greece,1987,300,NA,NA,281313.4063,600147,36,60,416,1905,147,3,TRUE,TRUE,39494,300,70,Greece
Greece,1991,300,NA,NA,103054.2031,601350,35,28,43,4103,1350,1,TRUE,TRUE,40871,300,70,Greece
Greece,1993,300,7446,10114066,1358.322052,500679,39,60,461,679,NA,4,TRUE,NA,20095,300,70,Greece
Greece,1996,300,1312,2633499,2007.240091,100034,34,NA,NA,NA,NA,4,TRUE,NA,21763,300,70,Greece
Greece,1998,300,4814,7603176,1579.38845,500679,39,60,461,679,NA,4,TRUE,NA,22760,300,70,Greece
Greece,1990,300,NA,NA,395082.75,600751,38,7,9,1438,751,20,TRUE,TRUE,40588,300,70,Greece
Greece,1986,300,NA,NA,270411.3125,400405,33,60,405,NA,NA,4,TRUE,TRUE,39002,300,70,Greece
Greece,1998,300,1001,4042913,4038.874126,600107,36,60,416,6745,107,3,TRUE,NA,22767,300,70,Greece
Greece,1998,300,1404,3222474,2295.209402,600146,36,60,416,1905,146,3,TRUE,NA,22768,300,70,Greece
Greece,1986,300,NA,NA,346201.6875,600785,33,60,359,152,785,15,TRUE,TRUE,39047,300,70,Greece
Greece,1999,300,620,5393320,8698.903226,600525,31,61,441,618,525,23,TRUE,NA,23337,300,70,Greece
Greece,2000,300,1015,3959870,3901.349754,600107,36,60,416,6745,107,3,TRUE,NA,23904,300,70,Greece
Greece,1988,300,NA,NA,1798012.625,390013,47,NA,NA,NA,NA,27,TRUE,TRUE,39866,300,70,Greece
Greece,1989,300,NA,NA,689738.3125,400488,38,8,488,NA,NA,20,TRUE,TRUE,40265,300,70,Greece
Greece,1988,300,NA,NA,1023811.625,100045,45,NA,NA,NA,NA,26,TRUE,TRUE,39863,300,70,Greece
Greece,1983,300,NA,NA,53667.30078,600147,36,60,416,1905,147,3,TRUE,TRUE,37676,300,70,Greece
Greece,2006,300,465,4304131,9256.195699,690273,43,90013,90038,90080,90273,27,TRUE,NA,28555,300,70,Greece
Greece,1983,300,NA,NA,159807.9531,600118,36,60,416,142,118,2,TRUE,TRUE,37675,300,70,Greece
Greece,1992,300,1444,1033198,715.5110803,100058,58,NA,NA,NA,NA,29,TRUE,NA,19574,300,70,Greece
Greece,1983,300,NA,NA,147361.5,600093,36,60,416,1163,93,2,TRUE,TRUE,37673,300,70,Greece
Greece,1985,300,NA,NA,811497.625,600063,33,60,487,2682,63,6,TRUE,TRUE,38525,300,70,Greece
Greece,1987,300,NA,NA,1060811.75,600706,33,60,330,1550,706,14,TRUE,TRUE,39508,300,70,Greece
Greece,2004,300,3184,4068851,1277.905465,500661,37,60,314,661,NA,2,TRUE,NA,26868,300,70,Greece
Greece,1984,300,NA,NA,503951,601753,33,60,330,705,1753,5,TRUE,TRUE,38122,300,70,Greece
Greece,1985,300,NA,NA,119523.1797,100077,77,NA,NA,NA,NA,0,TRUE,TRUE,38496,300,70,Greece
Greece,1985,300,NA,NA,468161.6563,400377,39,60,377,NA,NA,4,TRUE,TRUE,38503,300,70,Greece
Greece,1982,300,NA,NA,110978.9766,601766,39,NA,NA,NA,NA,4,TRUE,TRUE,37297,300,70,Greece
Greece,1985,300,NA,NA,303846.1875,600751,38,7,9,1438,751,20,TRUE,TRUE,38549,300,70,Greece
Greece,1990,300,NA,NA,1695142.5,600439,33,60,330,809,439,15,TRUE,TRUE,40585,300,70,Greece
Greece,1987,300,NA,NA,406650.125,600438,33,60,330,809,438,14,TRUE,TRUE,39505,300,70,Greece
Greece,2004,300,2876,14067691,4891.408554,100036,36,NA,NA,NA,NA,3,TRUE,NA,26851,300,70,Greece
Greece,2004,300,1204,3676977,3053.967608,100034,34,NA,NA,NA,NA,4,TRUE,NA,26849,300,70,Greece
Greece,1988,300,NA,NA,310665.9688,400405,33,60,405,NA,NA,4,TRUE,TRUE,39873,300,70,Greece
Greece,1984,300,NA,NA,70239.59375,604887,39,60,461,679,4887,4,TRUE,TRUE,38128,300,70,Greece
Greece,1983,300,NA,NA,130654.2188,601752,33,60,330,705,1752,13,TRUE,TRUE,37686,300,70,Greece
Greece,1985,300,NA,NA,693038.8125,100045,45,NA,NA,NA,NA,26,TRUE,TRUE,38494,300,70,Greece
Greece,1989,300,NA,NA,826799.125,400264,34,59,264,NA,NA,5,TRUE,TRUE,40260,300,70,Greece
Greece,1989,300,NA,NA,399999.9688,400362,33,60,362,NA,NA,16,TRUE,TRUE,40261,300,70,Greece
Greece,1989,300,NA,NA,611122.5625,400377,39,60,377,NA,NA,4,TRUE,TRUE,40262,300,70,Greece
Greece,1986,300,NA,NA,420578.1875,503692,34,NA,NA,NA,NA,5,TRUE,TRUE,39009,300,70,Greece
Greece,1986,300,NA,NA,259476.8906,590004,57,NA,NA,NA,NA,25,TRUE,TRUE,39010,300,70,Greece
Greece,1990,300,NA,NA,829900.1875,601005,37,60,314,928,1005,18,TRUE,TRUE,40597,300,70,Greece
Greece,1985,300,NA,NA,410363.3438,600107,36,60,416,6745,107,3,TRUE,TRUE,38529,300,70,Greece
Greece,1996,300,18847,31600340,1676.677455,100033,33,NA,NA,NA,NA,16,TRUE,NA,21762,300,70,Greece
Greece,1983,300,NA,NA,155846.125,600117,36,60,416,142,117,2,TRUE,TRUE,37674,300,70,Greece
Greece,1989,300,NA,NA,1005016.125,601749,33,60,330,705,1749,14,TRUE,TRUE,40335,300,70,Greece
Greece,2004,300,30887,125526272,4064.048694,100039,39,NA,NA,NA,NA,4,TRUE,NA,26854,300,70,Greece
Greece,1998,300,869,1445924,1663.894131,600031,32,44,183,3209,31,14,TRUE,NA,22765,300,70,Greece
Greece,1986,300,NA,NA,397619.0313,600751,38,7,9,1438,751,20,TRUE,TRUE,39046,300,70,Greece
Greece,1984,300,NA,NA,143906.3438,601752,33,60,330,705,1752,13,TRUE,TRUE,38121,300,70,Greece
Greece,1988,300,NA,NA,603653.875,200004,38,NA,NA,NA,NA,21,TRUE,TRUE,39865,300,70,Greece
Greece,1985,300,NA,NA,917071.375,600115,36,60,416,1162,115,3,TRUE,TRUE,38530,300,70,Greece
Greece,1988,300,NA,NA,425385.5625,100077,77,NA,NA,NA,NA,0,TRUE,TRUE,39864,300,70,Greece
Greece,1985,300,NA,NA,911516.9375,600439,33,60,330,809,439,15,TRUE,TRUE,38546,300,70,Greece
Greece,1982,300,NA,NA,58035.42188,604887,39,60,461,679,4887,4,TRUE,TRUE,37298,300,70,Greece
Greece,2004,300,5008,25472696,5086.400958,100032,32,NA,NA,NA,NA,14,TRUE,NA,26847,300,70,Greece
Greece,1985,300,NA,NA,230289.875,600785,33,60,359,152,785,15,TRUE,TRUE,38550,300,70,Greece
Greece,1985,300,NA,NA,526555.625,600790,33,60,332,143,790,5,TRUE,TRUE,38551,300,70,Greece
Greece,1992,300,9416,23655620,2512.279099,100057,57,NA,NA,NA,NA,25,TRUE,NA,19573,300,70,Greece
Greece,1983,300,NA,NA,101669.1406,600066,35,28,454,843,66,1,TRUE,TRUE,37672,300,70,Greece
Greece,1985,300,NA,NA,172889.9219,600031,32,44,183,3209,31,14,TRUE,TRUE,38522,300,70,Greece
Greece,2004,300,1056,3059964,2897.693182,500112,34,47,190,112,NA,12,TRUE,NA,26866,300,70,Greece
Greece,1983,300,NA,NA,60017.55078,601279,37,60,314,661,1279,14,TRUE,TRUE,37684,300,70,Greece
Greece,1999,300,4666,7641209,1637.635877,600203,33,60,330,810,203,5,TRUE,NA,23335,300,70,Greece
Greece,1985,300,NA,NA,896347.25,100045,45,NA,NA,NA,NA,26,TRUE,TRUE,38495,300,70,Greece
Greece,1986,300,NA,NA,236394.25,500351,38,14,17,351,NA,22,TRUE,TRUE,39007,300,70,Greece
Greece,1991,300,NA,NA,1970362.375,601164,33,60,330,132,1164,5,TRUE,TRUE,40870,300,70,Greece
Greece,1997,300,1723,3823490,2219.088799,600146,36,60,416,1905,146,3,TRUE,NA,22283,300,70,Greece
Greece,1989,300,NA,NA,399693.8438,400405,33,60,405,NA,NA,4,TRUE,TRUE,40263,300,70,Greece
Greece,1987,300,NA,NA,1194836.75,600426,33,60,289,366,426,6,TRUE,TRUE,39504,300,70,Greece
Greece,1987,300,NA,NA,1.00E+05,600358,13,NA,NA,NA,NA,5,TRUE,TRUE,39501,300,70,Greece
Greece,2004,300,10628,21331548,2007.108393,100033,33,NA,NA,NA,NA,16,TRUE,NA,26848,300,70,Greece
Greece,1989,300,NA,NA,304870.2813,601736,33,60,359,4212,1736,5,TRUE,TRUE,40333,300,70,Greece
Greece,1985,300,NA,NA,166793.1875,600349,39,60,513,911,349,12,TRUE,TRUE,38540,300,70,Greece
Greece,1983,300,NA,NA,39267.96094,601350,35,28,43,4103,1350,1,TRUE,TRUE,37685,300,70,Greece
Greece,1991,300,NA,NA,472659.0938,600118,36,60,416,142,118,2,TRUE,TRUE,40866,300,70,Greece
Greece,1998,300,786,6673998,8491.091603,100031,31,NA,NA,NA,NA,23,TRUE,NA,22736,300,70,Greece
Greece,1999,300,1059,5613032,5300.313503,600226,36,60,417,115,226,3,TRUE,NA,23336,300,70,Greece
Greece,1988,300,NA,NA,874218.3125,100045,45,NA,NA,NA,NA,26,TRUE,TRUE,39862,300,70,Greece
Greece,1991,300,NA,NA,1409123.375,600226,36,60,417,115,226,3,TRUE,TRUE,40868,300,70,Greece
Greece,1989,300,NA,NA,1055796,601327,33,60,332,143,1327,5,TRUE,TRUE,40323,300,70,Greece
Greece,1985,300,NA,NA,334443.4375,600692,37,60,314,930,692,3,TRUE,TRUE,38547,300,70,Greece
Greece,1985,300,NA,NA,192980.0625,400405,33,60,405,NA,NA,4,TRUE,TRUE,38504,300,70,Greece
Greece,2006,300,410,4383860,10692.34146,690125,43,90013,90038,90077,90125,27,TRUE,NA,28554,300,70,Greece
Greece,1987,300,NA,NA,697687.875,600418,33,60,331,1395,418,15,TRUE,TRUE,39503,300,70,Greece
Greece,1983,300,NA,NA,88172.42188,600029,32,44,183,9296,29,14,TRUE,TRUE,37670,300,70,Greece
Greece,1989,300,NA,NA,254475.7969,601747,32,44,506,9303,1747,14,TRUE,TRUE,40334,300,70,Greece
Greece,1989,300,NA,NA,2041824.75,390013,47,NA,NA,NA,NA,27,TRUE,TRUE,40257,300,70,Greece
Greece,1992,300,37,26297,710.7297297,300014,38,14,NA,NA,NA,21,TRUE,NA,19576,300,70,Greece
Greece,1983,300,NA,NA,78376.71094,601278,37,60,314,661,1278,2,TRUE,TRUE,37683,300,70,Greece
Greece,1985,300,NA,NA,162072.9219,600093,36,60,416,1163,93,2,TRUE,TRUE,38527,300,70,Greece
Greece,1991,300,NA,NA,630025.1875,600147,36,60,416,1905,147,3,TRUE,TRUE,40867,300,70,Greece
Greece,1985,300,NA,NA,119200.0625,600066,35,28,454,843,66,1,TRUE,TRUE,38526,300,70,Greece
Greece,1999,300,15215,9243214,607.506671,601350,35,28,43,4103,1350,1,TRUE,NA,23338,300,70,Greece
Greece,1990,300,NA,NA,1229900.125,601002,37,60,314,9230,1002,15,TRUE,TRUE,40596,300,70,Greece
Greece,2004,300,146,617013,4226.116438,400266,34,59,266,NA,NA,4,TRUE,NA,26861,300,70,Greece
Greece,1993,300,8844,7457940,843.2767978,500661,37,60,314,661,NA,2,TRUE,NA,20094,300,70,Greece
Greece,2004,300,22760,33925216,1490.563093,100035,35,NA,NA,NA,NA,1,TRUE,NA,26850,300,70,Greece
Greece,1994,300,1088,4706487,4325.815257,690273,43,90013,90038,90080,90273,27,TRUE,NA,20647,300,70,Greece
Greece,1983,300,NA,NA,292159.375,600030,32,44,184,654,30,6,TRUE,TRUE,37671,300,70,Greece
Greece,1985,300,NA,NA,468705.5938,600030,32,44,184,654,30,6,TRUE,TRUE,38521,300,70,Greece
Greece,2004,300,51,113150,2218.627451,100042,42,NA,NA,NA,NA,27,TRUE,NA,26855,300,70,Greece
Greece,1999,300,1313,3223150,2454.798172,600146,36,60,416,1905,146,3,TRUE,NA,23334,300,70,Greece
Greece,1989,300,NA,NA,258470.5625,400019,38,14,19,NA,NA,21,TRUE,TRUE,40258,300,70,Greece
Greece,1987,300,NA,NA,461860.1875,600692,37,60,314,930,692,3,TRUE,TRUE,39507,300,70,Greece
Greece,1986,300,NA,NA,129541.1016,490097,42,90013,90097,NA,NA,27,TRUE,TRUE,39005,300,70,Greece
Greece,1986,300,NA,NA,215720.3438,500112,34,47,190,112,NA,12,TRUE,TRUE,39006,300,70,Greece
Greece,1991,300,NA,NA,607802.8125,600785,33,60,359,152,785,15,TRUE,TRUE,40869,300,70,Greece
Greece,2004,300,862,8686784,10077.47564,100031,31,NA,NA,NA,NA,23,TRUE,NA,26846,300,70,Greece
Greece,1990,300,NA,NA,220852.3125,600998,37,NA,NA,NA,NA,2,TRUE,TRUE,40595,300,70,Greece
Greece,2004,300,163,409667,2513.294479,300014,38,14,NA,NA,NA,21,TRUE,NA,26860,300,70,Greece
Greece,1987,300,NA,NA,821737.875,600364,34,60,311,499,364,3,TRUE,TRUE,39502,300,70,Greece
Greece,1985,300,NA,NA,70435.57031,490097,42,90013,90097,NA,NA,27,TRUE,TRUE,38507,300,70,Greece
Greece,2000,300,268,2269554,8468.485075,690273,43,90013,90038,90080,90273,27,TRUE,NA,23911,300,70,Greece
Greece,1992,300,3695,17439676,4719.80406,100045,45,NA,NA,NA,NA,26,TRUE,NA,19572,300,70,Greece
Greece,1985,300,NA,NA,127675.9609,600029,32,44,183,9296,29,14,TRUE,TRUE,38520,300,70,Greece
Greece,1992,300,704,1027244,1459.153409,490010,57,90002,90010,NA,NA,25,TRUE,NA,19580,300,70,Greece
Greece,1986,300,NA,NA,488613.4063,400488,38,8,488,NA,NA,20,TRUE,TRUE,39004,300,70,Greece
Greece,1985,300,NA,NA,424762.25,600047,37,51,207,871,47,2,TRUE,TRUE,38524,300,70,Greece
Greece,1990,300,NA,NA,894524.4375,600790,33,60,332,143,790,5,TRUE,TRUE,40590,300,70,Greece
Greece,1989,300,NA,NA,701909.5625,400206,37,51,206,NA,NA,1,TRUE,TRUE,40259,300,70,Greece
Greece,1993,300,732,1046273,1429.334699,500112,34,47,190,112,NA,12,TRUE,NA,20092,300,70,Greece
Greece,1986,300,NA,NA,501070.6563,502905,31,NA,NA,NA,NA,23,TRUE,TRUE,39008,300,70,Greece
Greece,1985,300,NA,NA,763271.3125,400441,31,61,441,NA,NA,23,TRUE,TRUE,38505,300,70,Greece
Greece,1985,300,NA,NA,342383.9375,400488,38,8,488,NA,NA,20,TRUE,TRUE,38506,300,70,Greece
Greece,2004,300,7275,26100888,3587.750928,100057,57,NA,NA,NA,NA,25,TRUE,NA,26858,300,70,Greece
Greece,1989,300,NA,NA,383845.1563,601696,37,49,218,151,1696,4,TRUE,TRUE,40331,300,70,Greece
Greece,1989,300,NA,NA,660510.4375,601370,34,55,249,129,1370,15,TRUE,TRUE,40330,300,70,Greece
Greece,1989,300,NA,NA,858211.9375,601765,39,NA,NA,NA,NA,3,TRUE,TRUE,40339,300,70,Greece
Greece,1999,300,1170,4538053,3878.677778,600107,36,60,416,6745,107,3,TRUE,NA,23333,300,70,Greece
Greece,1987,300,NA,NA,1253669.75,600439,33,60,330,809,439,15,TRUE,TRUE,39506,300,70,Greece
Greece,1986,300,NA,NA,972900.75,400441,31,61,441,NA,NA,23,TRUE,TRUE,39003,300,70,Greece
Greece,1992,300,42518,130722816,3074.528811,100039,39,NA,NA,NA,NA,4,TRUE,NA,19569,300,70,Greece
Greece,1989,300,NA,NA,550000,601771,33,NA,NA,NA,NA,5,TRUE,TRUE,40341,300,70,Greece
Greece,1990,300,NA,NA,849946.375,600893,33,60,330,1145,893,14,TRUE,TRUE,40594,300,70,Greece
Greece,1990,300,NA,NA,1033228.688,600850,33,60,330,1148,850,13,TRUE,TRUE,40592,300,70,Greece
Greece,1996,300,5876,20041912,3410.808713,100032,32,NA,NA,NA,NA,14,TRUE,NA,21761,300,70,Greece
Greece,1987,300,NA,NA,1048839.125,600226,36,60,417,115,226,3,TRUE,TRUE,39498,300,70,Greece
Greece,1989,300,NA,NA,374161.4688,601341,31,61,440,2188,1341,23,TRUE,TRUE,40324,300,70,Greece
Greece,2004,300,30887,125526272,4064.048694,100139,39,NA,NA,NA,NA,4,TRUE,NA,26859,300,70,Greece
Greece,1992,300,194,277752,1431.71134,100038,38,NA,NA,NA,NA,21,TRUE,NA,19568,300,70,Greece
Greece,1989,300,NA,NA,362750.0313,613025,33,60,364,1560,13025,17,TRUE,TRUE,40346,300,70,Greece
Greece,1985,300,NA,NA,250000.0156,600007,39,NA,NA,NA,NA,3,TRUE,TRUE,38519,300,70,Greece
Greece,1989,300,NA,NA,259658.3906,601766,39,NA,NA,NA,NA,4,TRUE,TRUE,40340,300,70,Greece
Greece,1985,300,NA,NA,455250.6875,600035,22,NA,NA,NA,NA,6,TRUE,TRUE,38523,300,70,Greece
Greece,1989,300,NA,NA,1376303.125,601756,33,60,330,903,1756,15,TRUE,TRUE,40338,300,70,Greece
Greece,1985,300,NA,NA,373393.0938,502905,31,NA,NA,NA,NA,23,TRUE,TRUE,38510,300,70,Greece
Greece,1990,300,NA,NA,491493.9375,600845,38,8,10,814,845,20,TRUE,TRUE,40591,300,70,Greece
Greece,1989,300,NA,NA,434090.9063,601779,39,NA,NA,NA,NA,5,TRUE,TRUE,40342,300,70,Greece
Greece,2004,300,3875,14582493,3763.224,100045,45,NA,NA,NA,NA,26,TRUE,NA,26857,300,70,Greece
Greece,1994,300,113,124092,1098.159292,690119,42,90013,90032,90063,90119,27,TRUE,NA,20645,300,70,Greece
Greece,1996,300,1235,9202370,7451.311741,100031,31,NA,NA,NA,NA,23,TRUE,NA,21760,300,70,Greece
Greece,1989,300,NA,NA,84308.79688,601350,35,28,43,4103,1350,1,TRUE,TRUE,40325,300,70,Greece
Greece,1989,300,NA,NA,336786.75,609928,11,NA,NA,NA,NA,13,TRUE,TRUE,40345,300,70,Greece
Greece,1985,300,NA,NA,330466.75,590013,57,90007,90012,90013,NA,25,TRUE,TRUE,38515,300,70,Greece
Greece,1985,300,NA,NA,140402.3906,500112,34,47,190,112,NA,12,TRUE,TRUE,38508,300,70,Greece
Greece,1983,300,NA,NA,147686.7031,400405,33,60,405,NA,NA,4,TRUE,TRUE,37668,300,70,Greece
Greece,1989,300,NA,NA,299812.4063,601752,33,60,330,705,1752,13,TRUE,TRUE,40336,300,70,Greece
Greece,1985,300,NA,NA,255266.8125,600006,39,60,315,116,6,3,TRUE,TRUE,38518,300,70,Greece
Greece,1992,300,287,403042,1404.327526,100042,42,NA,NA,NA,NA,27,TRUE,NA,19570,300,70,Greece
Greece,1985,300,NA,NA,293323.25,503692,34,NA,NA,NA,NA,5,TRUE,TRUE,38511,300,70,Greece
Greece,1985,300,NA,NA,148679.5625,500351,38,14,17,351,NA,22,TRUE,TRUE,38509,300,70,Greece
Greece,1990,300,NA,NA,337479.125,600889,33,60,330,1145,889,14,TRUE,TRUE,40593,300,70,Greece
Greece,1993,300,1556,2498752,1605.881748,500142,36,60,416,142,NA,2,TRUE,NA,20093,300,70,Greece
Greece,1994,300,330,2856894,8657.254545,690125,43,90013,90038,90077,90125,27,TRUE,NA,20646,300,70,Greece
Greece,1992,300,11255,10596388,941.4827188,100037,37,NA,NA,NA,NA,15,TRUE,NA,19567,300,70,Greece
Greece,1987,300,NA,NA,659384.0625,600207,31,NA,NA,NA,NA,23,TRUE,TRUE,39497,300,70,Greece
Greece,1992,300,3387,13240712,3909.274284,100036,36,NA,NA,NA,NA,3,TRUE,NA,19566,300,70,Greece
Greece,1985,300,NA,NA,113825.4531,590024,57,90007,90012,90024,NA,25,TRUE,TRUE,38516,300,70,Greece
Greece,1989,300,NA,NA,1393774.25,601356,33,60,330,2040,1356,14,TRUE,TRUE,40327,300,70,Greece
Greece,1985,300,NA,NA,639501.3125,590082,43,90013,90039,90082,NA,27,TRUE,TRUE,38517,300,70,Greece
Greece,1989,300,NA,NA,65550,601357,35,28,43,9194,1357,1,TRUE,TRUE,40328,300,70,Greece
Greece,1987,300,NA,NA,471945.4375,600204,33,60,330,1326,204,14,TRUE,TRUE,39496,300,70,Greece
Greece,1992,300,852,4784299,5615.374413,100043,43,NA,NA,NA,NA,27,TRUE,NA,19571,300,70,Greece
Greece,1983,300,NA,NA,58242.41016,500112,34,47,190,112,NA,12,TRUE,TRUE,37669,300,70,Greece
Greece,1989,300,NA,NA,174034.4531,604887,39,60,461,679,4887,4,TRUE,TRUE,40343,300,70,Greece
Greece,1992,300,18552,28836730,1554.373113,100033,33,NA,NA,NA,NA,16,TRUE,NA,19563,300,70,Greece
Greece,1989,300,NA,NA,993755.5,606470,33,60,289,366,6470,18,TRUE,TRUE,40344,300,70,Greece
Greece,1987,300,NA,NA,678070.5625,600349,39,60,513,911,349,12,TRUE,TRUE,39500,300,70,Greece
Greece,1989,300,NA,NA,212814.9844,601353,33,60,289,901,1353,11,TRUE,TRUE,40326,300,70,Greece
Greece,1987,300,NA,NA,215299.9375,600301,34,26,62,887,301,6,TRUE,TRUE,39499,300,70,Greece
Greece,1985,300,NA,NA,559680.625,590010,57,90002,90010,90010,NA,25,TRUE,TRUE,38513,300,70,Greece
Greece,1985,300,NA,NA,190632.0625,590004,57,NA,NA,NA,NA,25,TRUE,TRUE,38512,300,70,Greece
Greece,1985,300,NA,NA,234698.3125,590011,57,NA,NA,NA,NA,25,TRUE,TRUE,38514,300,70,Greece
Greece,1992,300,32542,26776280,822.822199,100035,35,NA,NA,NA,NA,1,TRUE,NA,19565,300,70,Greece
Greece,2004,300,478,5308774,11106.22176,100043,43,NA,NA,NA,NA,27,TRUE,NA,26856,300,70,Greece
Greece,1990,300,NA,NA,548831.9375,600785,33,60,359,152,785,15,TRUE,TRUE,40589,300,70,Greece
Greece,1992,300,2112,16782484,7946.251894,100031,31,NA,NA,NA,NA,23,TRUE,NA,19561,300,70,Greece
Greece,1992,300,5626,15875246,2821.764309,100032,32,NA,NA,NA,NA,14,TRUE,NA,19562,300,70,Greece
Greece,1992,300,854,1499976,1756.412178,100034,34,NA,NA,NA,NA,4,TRUE,NA,19564,300,70,Greece
Greece,1989,300,NA,NA,107303.8906,601365,37,60,314,661,1365,2,TRUE,TRUE,40329,300,70,Greece
Greece,1989,300,NA,NA,1199731.125,601753,33,60,330,705,1753,5,TRUE,TRUE,40337,300,70,Greece
Greece,1989,300,NA,NA,341265.2813,601735,33,60,359,4212,1735,2,TRUE,TRUE,40332,300,70,Greece
Iceland,1985,352,NA,NA,10086.37012,100034,34,NA,NA,NA,NA,4,TRUE,TRUE,38584,352,81,Iceland
Iceland,1995,352,NA,NA,44637.26953,501135,33,59,573,1135,NA,5,TRUE,TRUE,41497,352,81,Iceland
Iceland,1969,352,NA,NA,145.1900024,601342,31,61,440,128,1342,24,TRUE,TRUE,34446,352,81,Iceland
Iceland,1985,352,NA,NA,29055.39063,100045,45,NA,NA,NA,NA,26,TRUE,TRUE,38585,352,81,Iceland
Iceland,1995,352,NA,NA,43214.05078,600028,31,61,515,3124,28,23,TRUE,TRUE,41501,352,81,Iceland
Iceland,1987,352,NA,NA,24521.33984,501135,33,59,573,1135,NA,5,TRUE,TRUE,39555,352,81,Iceland
Iceland,1974,352,NA,NA,105.9400024,400019,38,14,19,NA,NA,21,TRUE,TRUE,35174,352,81,Iceland
Iceland,1995,352,NA,NA,72390.00781,501135,33,59,573,1135,NA,5,TRUE,TRUE,41498,352,81,Iceland
Iceland,1990,352,NA,NA,144835.2344,601382,31,61,440,1380,1382,23,TRUE,TRUE,40645,352,81,Iceland
Iceland,1987,352,NA,NA,25488.26953,400183,32,NA,NA,NA,NA,5,TRUE,TRUE,39554,352,81,Iceland
Iceland,1978,352,NA,NA,718.4400024,602501,39,60,396,5897,2501,6,TRUE,TRUE,36004,352,81,Iceland
Iceland,1995,352,NA,NA,6339.779785,600024,35,28,43,145,24,2,TRUE,TRUE,41499,352,81,Iceland
Iceland,1972,352,NA,NA,83.83999634,400183,32,NA,NA,NA,NA,5,TRUE,TRUE,34907,352,81,Iceland
Iceland,1972,352,NA,NA,102.3799973,501135,33,59,573,1135,NA,5,TRUE,TRUE,34908,352,81,Iceland
Iceland,1969,352,NA,NA,59.84000015,602501,39,60,396,5897,2501,6,TRUE,TRUE,34451,352,81,Iceland
Iceland,1999,352,1509,1713940,1135.811796,603811,39,60,396,5897,3811,6,TRUE,NA,23366,352,81,Iceland
Iceland,2004,352,12183,12947170,1062.724288,602501,39,60,396,5897,2501,6,TRUE,NA,26913,352,81,Iceland
Iceland,1999,352,3953,3989739,1009.293954,501096,32,44,505,1096,NA,6,TRUE,NA,23353,352,81,Iceland
